id;estimated_start_time;house_id;info;notes;warnings;visible;notes_ext;raw_address;raw_title;route_id;duration
8467;2015-09-28 17:00:00+00;209;"* Phone Number: 408-891-5285
* Dogs: No
* Cleanup Required: No";"* Areas to Focus on:
* It is ok to trim back the vine in the back (trim it off of the mulched area)
* [Deadhead instructions for flowers](https://www.evernote.com/shard/s381/nl/2147483647/5f8d602c-461a-4008-8e1c-14ec12c9da3f/)
* [Hedges and Shrubs]( http://www.hort.purdue.edu/ext/ho-4.pdf)
* [Ornamental grasses]( http://extension.illinois.edu/grasses/care.cfm)";"* Gate Access Code: N/A
* Trash Pickup Day: ?
* Debris: (Put in green bin/Place on curb/Haul away) ?
* Additional Access information: Ring the bell
* Areas/service to exclude: None
* Type of service: CUSTOM, WEEKLY
* First service date: 4/8/2015 
* Blower restriction: None
* (Annotated Blueprint link)";t;"";;;1540;00:50:00
8469;2015-09-28 19:40:00+00;42;"* Phone Number: 408-478-1105
* Dogs: Yes
* Cleanup Required: No";"* Areas to Focus on:
* [Deadhead instructions for flowers](https://www.evernote.com/shard/s381/nl/2147483647/5f8d602c-461a-4008-8e1c-14ec12c9da3f/)
* [Hedges and Shrubs]( http://www.hort.purdue.edu/ext/ho-4.pdf)
* [Ornamental grasses]( http://extension.illinois.edu/grasses/care.cfm)";"* Gate Access Code: N/A
* Trash Pickup Day: Thursday
* Debris: Put in green bin
* Additional Access information: Dog; Bob keeps the dog in the house and gates are usually unlocked
* Areas/service to exclude: None 
* Type of service: CUSTOM, WEEKLY
* First service date: 3/13/2015
* Blower restriction: None
* (Annotated Blueprint link)";t;"";;;1540;00:35:00
2294;2015-07-14 19:30:00+00;;;;;f;;;;498;02:00:00
4884;2015-08-17 16:15:00+00;1097;;;;t;"";;;947;01:30:00
3384;2015-07-30 22:05:39+00;;;;;f;;;Lunch;706;00:30:00
5424;2015-08-24 19:10:00+00;;;;;f;;;Lunch;1042;00:30:00
89;2015-05-06 16:00:00+00;199;"";"- Mowing: every week
- Edging: every other week
- Hard area: every time
- Soft area: once a month
- Hedging: every 3-4 weeks
";"";f;;;;144;01:00:00
2444;2015-07-16 19:00:19+00;844;"- NO weeds
- $182
- Priorities are: Irrigation programming, spray head repair, weed removal
- Remove Manzanita at base of hedge (pruning)
- Maintain Citrus and other fruit trees, paying special attention to orange tree (pruning)
- Place temporary stakes under sagging apple and peach branches (pruning)
- Prune hedge in back down 2-3 ft. (pruning)
- Possibly help fix fence board";"";"- Weekly
- Monitor hedges and shrubs on property
  - Text me, if you trim any shrubs and hedges or if they need to be trimmed next week (send a photo)
- Monitor lawn areas and plants on property
  - Text me, if you think that plants and lawn do not get sufficiently watered
- Green bin:  Yes
- Pick-up:  address does not show up (could there be a mistake)";t;"";;;528;01:30:00
8474;2015-09-28 16:35:00+00;28;"* Phone Number: 408-612-9673
* Dogs: 
* Cleanup Required: ?";"* Areas to Focus on:
  * Make sure front of house stays weed-free
* [Deadhead instructions for flowers](https://www.evernote.com/shard/s381/nl/2147483647/5f8d602c-461a-4008-8e1c-14ec12c9da3f/)
* [Hedges and Shrubs]( http://www.hort.purdue.edu/ext/ho-4.pdf)
* [Ornamental grasses]( http://extension.illinois.edu/grasses/care.cfm)";"* Gate Access Code: 
* Trash Pickup Day: Tuesday
* Debris: Put in green bin
* Additional Access information: 
* Areas/service to exclude:
* Type of service: CUSTOM - WEEKLY
* First service date: March 2, 2015
* Blower restriction: None";t;"";;;1541;00:50:00
8476;2015-09-28 18:30:00+00;162;"* Phone Number: (408)391.8821
* Dogs: ?
* Cleanup Required: ?";"* Areas to Focus on:
* [Deadhead instructions for flowers](https://www.evernote.com/shard/s381/nl/2147483647/5f8d602c-461a-4008-8e1c-14ec12c9da3f/)
* [Hedges and Shrubs]( http://www.hort.purdue.edu/ext/ho-4.pdf)
* [Ornamental grasses]( http://extension.illinois.edu/grasses/care.cfm)";"* Gate Access Code: N/A
* Trash Pickup Day: TUESDAY
* Debris: Put in green bin
* Additional Access information: 
* Areas/service to exclude: 
* Type of service: CUSTOM, (BI-WEEKLY, WEEKLY)?
* First service date: 3/23/15
* Blower restriction: None";t;"";;;1541;00:55:00
8477;2015-09-28 19:25:00+00;;;;;f;;;Lunch;1541;00:30:00
8479;2015-09-28 21:00:00+00;185;"* Phone Number: 408-422-0097
* Dogs: More than 1
* Cleanup Required: ?";"* Areas to Focus on:
* [Deadhead instructions for flowers](https://www.evernote.com/shard/s381/nl/2147483647/5f8d602c-461a-4008-8e1c-14ec12c9da3f/)
* [Hedges and Shrubs]( http://www.hort.purdue.edu/ext/ho-4.pdf)
* [Ornamental grasses]( http://extension.illinois.edu/grasses/care.cfm)";"* Gate Access Code: N/A
* Trash Pickup Day: Tuesday
* Debris: (Put in green bin/Place on curb/Haul away) ?
* Additional Access information: **MUST KEEP THE GATE TO THE POOL CLOSED AND LOCKED.  One of the dogs cannot swim and the dogs are always in the yard**
* Areas/service to exclude: 
* Type of service: CUSTOM, WEEKLY
* First service date: MAY 4, 2015
* Blower restriction: None";t;"";;;1541;00:50:00
8475;2015-09-28 17:30:00+00;33;"* Phone Number: 408.607.6267
* Dogs:
* Cleanup Required: ?";"* Areas to Focus on:
* [Deadhead instructions for flowers](https://www.evernote.com/shard/s381/nl/2147483647/5f8d602c-461a-4008-8e1c-14ec12c9da3f/)
* [Hedges and Shrubs]( http://www.hort.purdue.edu/ext/ho-4.pdf)
* [Ornamental grasses]( http://extension.illinois.edu/grasses/care.cfm)";"* Gate Access Code: 
* Trash Pickup Day: Tuesday
* Debris: Put in green bin
* Additional Access information: 
* Areas/service to exclude:
  * DO NOT remove more weeds in lawn area - Abel has this home on his list to spray
  * DO NOT hedge shrubs in back – customer prefers a more natural look
* Type of service: CUSTOM - WEEKLY
* First service date: March 9, 2015
* Blower restriction: None";t;"";;;1541;00:55:00
8478;2015-09-28 19:55:00+00;239;"* Phone Number: 408.859.6672
* Dogs: ?
* Cleanup Required: ?";"* Areas to Focus on:
  * Mowing and hedging will take place less often in winter months
* [Deadhead instructions for flowers](https://www.evernote.com/shard/s381/nl/2147483647/5f8d602c-461a-4008-8e1c-14ec12c9da3f/)
* [Hedges and Shrubs]( http://www.hort.purdue.edu/ext/ho-4.pdf)
* [Ornamental grasses]( http://extension.illinois.edu/grasses/care.cfm)";"* Gate Access Code: N/A
* Trash Pickup Day: Tuesday
* Debris: Put in green bin
* Additional Access information: N/A
* Areas/service to exclude: 
* Type of service: CUSTOM, WEEKLY
* First service date: April 13,  2015
* Blower restriction: None";t;"";;;1541;01:00:00
2296;2015-07-14 16:10:56+00;1481;"";"- Sales Rep: Paula Sudha
- Customer Rep: Kelly
- $104
- First service: July 7
- NO Lawn
- Deadhead
- July 7:
  - will need to take care of weeds on back right side
";"- Weekly
- Essential
- Use battery operated blower per Menlo Park regulations
- Monitor hedges and shrubs on property
  - Text me, if you trim any shrubs and hedges or if they need to be trimmed next week (send a photo)
- Monitor lawn areas and plants on property
  - Text me, if you think that plants and lawn do not get sufficiently watered
- Is there a lawn in back?
- Green bin: Yes
- Pick-up: 
";f;;;;499;01:05:00
8473;2015-09-28 16:05:00+00;187;"* Phone Number: 408-776-3601
* Dogs: Yes
* Cleanup Required: ?";"* Areas to Focus on:
* [Deadhead instructions for flowers](https://www.evernote.com/shard/s381/nl/2147483647/5f8d602c-461a-4008-8e1c-14ec12c9da3f/)
* [Hedges and Shrubs]( http://www.hort.purdue.edu/ext/ho-4.pdf)
* [Ornamental grasses]( http://extension.illinois.edu/grasses/care.cfm)";"* Gate Access Code: 
* Trash Pickup Day: Tuesday
* Debris: Put in green bin
* Additional Access information: We only maintain the **front** of the house
* Areas/service to exclude: 
* Type of service: CUSTOM - WEEKLY
* First service date: March 23, 2015
* Blower restriction: None";t;"";;;1541;00:25:00
3158;2015-07-27 15:00:44+00;712;;;;f;;;;645;02:05:00
8480;2015-09-28 21:55:00+00;382;"* Phone Number: 408.439.7376
* Dogs: ?
* Cleanup Required: ?";"* Areas to Focus on:
* [Deadhead instructions for flowers](https://www.evernote.com/shard/s381/nl/2147483647/5f8d602c-461a-4008-8e1c-14ec12c9da3f/)
* [Hedges and Shrubs]( http://www.hort.purdue.edu/ext/ho-4.pdf)
* [Ornamental grasses]( http://extension.illinois.edu/grasses/care.cfm)";"* Gate Access Code: N/A
* Trash Pickup Day: Tuesday
* Debris: (Put in green bin/Place on curb/Haul away)?
* Additional Access information: 
* Areas/service to exclude: **DO NOT trim roses in backyard**
- **Make sure to take a lot of before and after pictures to document your work!!!!**
* Type of service: BI-WEEKLY, (ESSENTIALS, CUSTOM)?
* First service date: 5/11/2015
* Blower restriction: None";t;"";;;1541;00:35:00
8481;2015-09-28 16:10:00+00;1981;"* Phone Number: (408) 655-6764
* Dogs: No
* Cleanup Required: No";"* Areas to Focus on:
* [Deadhead instructions for flowers](https://www.evernote.com/shard/s381/nl/2147483647/5f8d602c-461a-4008-8e1c-14ec12c9da3f/)
* [Hedges and Shrubs]( http://www.hort.purdue.edu/ext/ho-4.pdf)
* [Ornamental grasses]( http://extension.illinois.edu/grasses/care.cfm)";"* Gate Access Code: N/A
* Trash Pickup Day: Wednesday
* Debris: (Put in green bin/Place on curb/Haul away) ? 
* Additional Access information: None
* Areas/service to exclude: Hand pruning
* Type of service: ESSENTIALS, BI-WEEKLY
* First service date: 7/13/2015
* Blower restriction: None
* (Annotated Blueprint link)";t;"";;;1542;01:05:00
3690;2015-08-03 20:15:00+00;359;;;;t;"";;;725;01:00:00
5198;2015-08-20 15:00:00+00;2523;;;"Please try to finish the initial cleanup. 

Customer complained that we pruned a peach tree that was outside the scope - so please be careful to avoid the larger trees. Thank you!";t;"";;;1003;04:00:00
8487;2015-09-28 21:15:00+00;884;"* Phone Number: (408) 690-2200
* Dogs: No
* Cleanup Required: No";"* Areas to Focus on:
* **Essentials service for the back yard and Custom service for the front yard**
* [Deadhead instructions for flowers](https://www.evernote.com/shard/s381/nl/2147483647/5f8d602c-461a-4008-8e1c-14ec12c9da3f/)
* [Hedges and Shrubs]( http://www.hort.purdue.edu/ext/ho-4.pdf)
* [Ornamental grasses]( http://extension.illinois.edu/grasses/care.cfm)";"* Gate Access Code: N/A
* Trash Pickup Day: check ClientList & Account Notes
* Debris: Put in green bin/Place on curb/Haul away check ClientList & Account Notes
* Additional Access information: Gate lock - Beware of dog sign
* Areas/service to exclude: None
* Type of service: CUSTOM, BI-WEEKLY
* First service date: 8/3/2015
* Blower restriction: None
* (Annotated Blueprint link)";t;"";;;1542;01:35:00
8485;2015-09-28 19:25:00+00;304;"* Phone Number: (408) 373-8140
* Dogs: No
* Cleanup Required: No";"* Areas to Focus on:
**Customer wants all plants in front hand pruned (pruning crew) (REQUESTED)**
* [Deadhead instructions for flowers](https://www.evernote.com/shard/s381/nl/2147483647/5f8d602c-461a-4008-8e1c-14ec12c9da3f/)
* [Hedges and Shrubs]( http://www.hort.purdue.edu/ext/ho-4.pdf)
* [Ornamental grasses]( http://extension.illinois.edu/grasses/care.cfm)";"* Gate Access Code: N/A
* Trash Pickup Day: Monday
* Debris: [Put in green bin/Place on curb/Haul away] ?
* Additional Access information: None
* Areas/service to exclude: None
* Type of service: ESSENTIALS - WEEKLY
* First service date: May 11, 2015
* Blower restriction: None
* (Annotated Blueprint link)";t;"";;;1542;00:35:00
8484;2015-09-28 18:55:00+00;;;;;f;;;Lunch;1542;00:30:00
8482;2015-09-28 17:20:00+00;84;"* Phone Number: (408) 839-6448
* Dogs: Yes
* Cleanup Required: No";"* Areas to Focus on:
* [Deadhead instructions for flowers](https://www.evernote.com/shard/s381/nl/2147483647/5f8d602c-461a-4008-8e1c-14ec12c9da3f/)
* [Hedges and Shrubs]( http://www.hort.purdue.edu/ext/ho-4.pdf)
* [Ornamental grasses]( http://extension.illinois.edu/grasses/care.cfm)";"* Gate Access Code: N/A
* Trash Pickup Day: Wednesday
* Debris: [Put in green bin/Place on curb/Haul away] ?
* Additional Access information: **Do not ring the doorbell, if you have questions! Call customer instead**
**Dog is not dangerous in case he is not in the kennel (he is old and friendly), three small kids that nap mid-morning**
* Areas/service to exclude: **Dog run is excluded from service (CUSTOM)**
* Type of service: CUSTOM - WEEKLY
* First service date: April 20, 2015
* Blower restriction: None
* (Annotated Blueprint link) - http://bit.ly/1iECFBQ";t;"";;;1542;00:45:00
2541;2015-07-17 20:20:03+00;387;"";"- $130
- Remove poison oak in juniper (use disposable gloves and face protection) – **has been done by Fernando May 8**";"- Pick-up: FRI
- **Spread the mulch in the black decomposer under the redwood around the planter boxes (this was supposed to be done during our initial service)**

- **Take debris with you!** 
- **Focus on taking good before and after pictures**! - This is very important to customer
- Monitor hedges and shrubs on property
  - Text me, if they need to be trimmed next week (send a photo)
- Monitor lawn areas and plants on property
  - Text me, if you think that plants and lawn do not get sufficiently watered

";t;"";;;543;01:00:00
1990;2015-07-08 15:00:00+00;2070;"";"";"";t;Hello Chris, we are resenting your report from last week because there was an error with it.;;;98;02:00:00
8486;2015-09-28 20:05:00+00;3616;"* Phone Number:  (408) 829-6796
* Dogs: No
* Cleanup Required: No";"* Areas to Focus on:
* [Deadhead instructions for flowers](https://www.evernote.com/shard/s381/nl/2147483647/5f8d602c-461a-4008-8e1c-14ec12c9da3f/)
* [Hedges and Shrubs]( http://www.hort.purdue.edu/ext/ho-4.pdf)
* [Ornamental grasses]( http://extension.illinois.edu/grasses/care.cfm)";"* **NO DEADHEADING**
* Gate Access Code: 
* Trash Pickup Day: 
* Debris: Put in green bin
* Additional Access information:
* Areas/service to exclude: No Lawn
* Type of service: ESSENTIALS, BI-WEEKLY
* First service date: September 28, 2015
* Blower restriction: None
* (Annotated Blueprint link) - add if available and keep in Temp Doc for HN clean up)";t;"";;;1542;01:05:00
3160;2015-07-27 15:45:00+00;851;;;;t;"";;;661;02:00:00
8489;2015-09-28 23:45:00+00;34;"* Phone Number: 408-239-6959
* Dogs: No
* Cleanup Required: No";"* Areas to Focus on:
* **Do not hedge shrubs, customer prefers natural** 
* **You MUST take good pictures this week - customer complained that they did not receive and before and after pictures 2 weeks in a row**
* [Deadhead instructions for flowers](https://www.evernote.com/shard/s381/nl/2147483647/5f8d602c-461a-4008-8e1c-14ec12c9da3f/)
* [Hedges and Shrubs]( http://www.hort.purdue.edu/ext/ho-4.pdf)
* [Ornamental grasses]( http://extension.illinois.edu/grasses/care.cfm)";"* Gate Access Code: N/A
* Trash Pickup Day: Monday
* Debris: Put in green bin
* Additional Access information: None
* Areas/service to exclude: Do not hedge shrubs, customer prefers natural 
* Type of service: CUSTOM, WEEKLY
* First service date: 4/6/2015 
* Blower restriction: None
* (Annotated Blueprint link)";t;"";;;1542;00:55:00
2171;2015-07-13 15:00:00+00;701;"1. Customer phone number: (408) 761-6354
2. Pets:
3. Weekly or Bi-weekly: Bi-Weekly
4. Customer emails: 
5. Sales Rep: Megan
6. Customer Rep: Phillip
7. First service date: July 13
8. Price of service: $63
9. Cleanup Required:
10. Maintenance Ready:
11. Customer preferred day for service:";"- [Deadhead instructions for flowers](https://www.evernote.com/shard/s381/nl/2147483647/5f8d602c-461a-4008-8e1c-14ec12c9da3f/)
- Link to a page with a list of pictures of the common flowers with links to the proper techniques to handle them (e.g., roses, camilias, hydrangeas, fortnight lily, birds of paradise, agapanthers, lavenders, azalias) - coming soon
- [Hedges and Shrubs]( http://www.hort.purdue.edu/ext/ho-4.pdf)
- [Ornamental grasses]( http://extension.illinois.edu/grasses/care.cfm)


Service History
+ Feedback from gardener
+ One-off tasks for future visits
+ Visit history (e.g., clean-up on XX, first service visit on XX)";"- Door code/key location:

- Areas to exclude: **Backyard** - **FRONT YARD ONLY** 
- Excluded services:

- Type of service: Custom plus essentials
- Green bin: 
- Trash day: THU
- Blower regulation per city:

  - Cities with electric only:
Los Gatos, Los Altos,  Palo Alto,  Menlo Park (low emission gas blower is okay - BR500)  

Text me if you notice problems with the irrigation [send a photo]

Text if a visit by the pruning crew is required [send a photo]";t;"";;;471;01:00:00
8491;2015-09-29 17:45:00+00;3144;"* Phone Number: (408) 656-6063 (customer responds to text messages)
* Dogs: 1 Dog
* Cleanup Required: No";"* Areas to Focus on:
* [Deadhead instructions for flowers](https://www.evernote.com/shard/s381/nl/2147483647/5f8d602c-461a-4008-8e1c-14ec12c9da3f/)
* [Hedges and Shrubs]( http://www.hort.purdue.edu/ext/ho-4.pdf)
* [Ornamental grasses]( http://extension.illinois.edu/grasses/care.cfm)";"* **NO DEADHEADING**
* Gate Access Code: 
* Trash Pickup Day: 
* Debris: Put in green bin
* Additional Access information:
    -  **We have two side gates to access the backyard.  The easiest one to use is the one on the right of the house.  They are unlocked.**
    - Alarm went off and customer texted to service back anyway
* Areas/service to exclude: 
* Type of service: ESSENTIALS, BI-WEEKLY
* First service date: September 29, 2015
* Blower restriction: None
* (Annotated Blueprint link) - add if available and keep in Temp Doc for HN clean up)";t;"";;;1543;01:20:00
5930;2015-08-28 15:00:00+00;544;;;;t;"";;;1124;02:00:00
8497;2015-09-30 02:15:00+00;3015;"* Phone Number:  (408) 348-7657
* Dogs: None
* Cleanup Required: No";"* Areas to Focus on:
* [Deadhead instructions for flowers](https://www.evernote.com/shard/s381/nl/2147483647/5f8d602c-461a-4008-8e1c-14ec12c9da3f/)
* [Hedges and Shrubs]( http://www.hort.purdue.edu/ext/ho-4.pdf)
* [Ornamental grasses]( http://extension.illinois.edu/grasses/care.cfm)";"* Gate Access Code: 
* Trash Pickup Day: check ClientList & Account Notes
* Debris: Put in green bin
* Additional Access information: 
* Areas/service to exclude: 
* Type of service: ESSENTIALS/BI-WEEKLY
* First service date:  September 15, 2015
* Blower restriction: None
(Annotated Blueprint link) - add if available and keep in Temp Doc for HN clean up)";t;"";;;1543;01:10:00
8496;2015-09-30 00:10:00+00;2294;"* Phone Number:  (408) 981-1887
* Dogs: None
* Cleanup Required: Completed September 3, 2015";"* Areas to Focus on:
* [Deadhead instructions for flowers](https://www.evernote.com/shard/s381/nl/2147483647/5f8d602c-461a-4008-8e1c-14ec12c9da3f/)
* [Hedges and Shrubs]( http://www.hort.purdue.edu/ext/ho-4.pdf)
* [Ornamental grasses]( http://extension.illinois.edu/grasses/care.cfm)";"* Gate Access Code: 
* Trash Pickup Day: 
* Debris: Put in green bin
* Additional Access information: 
* Areas/service to exclude: 
* Type of service: CUSTOM/WEEKLY
* First service date: September 15, 2015
* Blower restriction: None
(Annotated Blueprint link) - add if available and keep in Temp Doc for HN clean up)";t;"";;;1543;02:00:00
8495;2015-09-29 22:35:00+00;1756;"* Phone Number: (650) 450-8050
* Dogs: No
* Cleanup Required: No";"* Areas to Focus on:
* **No Mowing**
* **Customer lawn is completely dead. He doesn't need movwing. Only needs trimming of bushes, shrubs & trees**
* **Organic fertilizers and treatments only (REQUESTED)**
* [Deadhead instructions for flowers](https://www.evernote.com/shard/s381/nl/2147483647/5f8d602c-461a-4008-8e1c-14ec12c9da3f/)
* [Hedges and Shrubs]( http://www.hort.purdue.edu/ext/ho-4.pdf)
* [Ornamental grasses]( http://extension.illinois.edu/grasses/care.cfm)";"* Gate Access Code: N/A
* Trash Pickup Day: ?
* Debris: (Put in green bin/Place on curb/Haul away) ?
* Additional Access information: **IF THE GATE IS LOCKED, KNOCK ON THE DOOR (someone is always home on Tuesdays)**
* Areas/service to exclude: No Mowing
* Type of service: CUSTOM, WEEKLY
* First service date: 7/28/2015
* Blower restriction: None
* (Annotated Blueprint link)";t;"";;;1543;01:30:00
8493;2015-09-29 19:35:00+00;27;"* Phone Number: 
  * James 408-425-1006(WORK)
  * Heidi 650-518-9002
* Dogs: 
* Cleanup Required: ?";"* Areas to Focus on:
* Give customer special service! Her service has been a little disappointing!
* Fertilizer & herbicide preference: Conventional 
* [Deadhead instructions for flowers](https://www.evernote.com/shard/s381/nl/2147483647/5f8d602c-461a-4008-8e1c-14ec12c9da3f/)
* [Hedges and Shrubs]( http://www.hort.purdue.edu/ext/ho-4.pdf)
* [Ornamental grasses]( http://extension.illinois.edu/grasses/care.cfm)";"* Gate Access Code: 
* Trash Pickup Day: Monday
* Debris: Put in green bin
* Additional Access information: 
* Areas/service to exclude: Do not pull out young sprouts around the mailbox and up the driveway – **do not mistake for weeds**, they are poppies
* Type of service: CUSTOM - WEEKLY
* First service date: March 10, 2015
* Blower restriction: Use battery operated blower only (Los Altos)";t;"";;;1543;01:40:00
8490;2015-09-29 15:00:00+00;649;"* Phone Number: 650-366-1192
* Dogs: No dogs but has 1 lazy cat
* Cleanup Required: No";"* Areas to Focus on:
* [Deadhead instructions for flowers](https://www.evernote.com/shard/s381/nl/2147483647/5f8d602c-461a-4008-8e1c-14ec12c9da3f/)
* [Hedges and Shrubs]( http://www.hort.purdue.edu/ext/ho-4.pdf)
* [Ornamental grasses]( http://extension.illinois.edu/grasses/care.cfm)";"* Gate Access Code: 7558 (to back yard)
* Trash Pickup Day: 
* Debris: Put in green bin
* Additional Access information: 
* Areas/service to exclude: 
* Type of service: CUSTOM, BI-WEEKLY
* First service date: September 29, 2015
* Blower restriction: None
* (Annotated Blueprint link) - add if available and keep in Temp Doc for HN clean up)";t;"";;;1543;02:35:00
8494;2015-09-29 21:25:00+00;1301;"* Phone Number: (408)821-0770
* Dogs: No
* Cleanup Required: No";"* Areas to Focus on:
* **No hand pruning**
* **No tree care**
* [Deadhead instructions for flowers](https://www.evernote.com/shard/s381/nl/2147483647/5f8d602c-461a-4008-8e1c-14ec12c9da3f/)
* [Hedges and Shrubs]( http://www.hort.purdue.edu/ext/ho-4.pdf)
* [Ornamental grasses]( http://extension.illinois.edu/grasses/care.cfm)";"* Gate Access Code: N/A
* Trash Pickup Day: Tuesday
* Debris: OK TO leave debris in green bin. Green bin is almost full, so please HAUL AWAY any overflow
* Additional Access information: None 
* Areas/service to exclude: No hand pruning and no tree care
* Type of service: ESSENTIALS, WEEKLY
* First service date: 7/2/2015
* Blower restriction: Use battery operated blower only (Los Altos, Los Gatos, Palo Alto)
* (Annotated Blueprint link)";t;"";;;1543;01:05:00
8492;2015-09-29 19:05:00+00;;;;;f;;;Lunch;1543;00:30:00
3583;2015-07-31 19:05:49+00;;;;;f;;;Lunch;737;00:30:00
8503;2015-09-29 19:30:00+00;1638;"* Phone Number: (408) 412-9712
* Dogs: No
* Cleanup Required: No";"* Areas to Focus on:
  * Lawn in front and back (lawn in back is in bad condition)
* [Deadhead instructions for flowers](https://www.evernote.com/shard/s381/nl/2147483647/5f8d602c-461a-4008-8e1c-14ec12c9da3f/)
* [Hedges and Shrubs]( http://www.hort.purdue.edu/ext/ho-4.pdf)
* [Ornamental grasses]( http://extension.illinois.edu/grasses/care.cfm)";"* Wanted afternoon service

* Gate Access Code: 
* Trash Pickup Day: ?
* Debris: (Put in green bin/Place on curb/Haul away)?
* Additional Access information:  **Call customer when you are on the way: (408) 412-9712**
* Areas/service to exclude: 
* Type of service: ESSENTIALS - WEEKLY
* First service date: July 7, 2015
* Blower restriction: Use low emissions gas blower (Menlo Park)";t;"";;;1544;00:50:00
8504;2015-09-29 20:30:00+00;1618;"* Phone Number: (650) 387-7641
* Dogs: No
* Cleanup Required: Had requested consult for initial cleanup";"* Areas to Focus on:
* Organics only - no chemicals
* [Deadhead instructions for flowers](https://www.evernote.com/shard/s381/nl/2147483647/5f8d602c-461a-4008-8e1c-14ec12c9da3f/)
* [Hedges and Shrubs]( http://www.hort.purdue.edu/ext/ho-4.pdf)
* [Ornamental grasses]( http://extension.illinois.edu/grasses/care.cfm)";"* Gate Access Code: 
* Trash Pickup Day: ?
* Debris: (Put in green bin/Place on curb/Haul away)?
* Additional Access information: 
* Areas/service to exclude: 
* Type of service: ESSENTIALS - WEEKLY
* First service date: July 14, 2015
* Blower restriction: Use low emissions gas blower (Menlo Park)";t;"";;;1544;00:55:00
8499;2015-09-29 16:05:00+00;2862;"* Phone Number:  (425) 985-8651
* Dogs: None
* Cleanup Required: No";"* Areas to Focus on:
* [Deadhead instructions for flowers](https://www.evernote.com/shard/s381/nl/2147483647/5f8d602c-461a-4008-8e1c-14ec12c9da3f/)
* [Hedges and Shrubs]( http://www.hort.purdue.edu/ext/ho-4.pdf)
* [Ornamental grasses]( http://extension.illinois.edu/grasses/care.cfm)";"* Gate Access Code: 
* Trash Pickup Day: 
* Debris: Put in green bin
* Additional Access information: 
* Areas/service to exclude: 
* Type of service: ESSENTIALS/WEEKLY
* First service date: September 15, 2015
* Blower restriction: Use low emissions gas blower (Menlo Park)
(Annotated Blueprint link) - add if available and keep in Temp Doc for HN clean up)";t;"";;;1544;00:55:00
8502;2015-09-29 19:00:00+00;;;;;f;;;Lunch;1544;00:30:00
4480;2015-08-11 15:45:00+00;162;;;;t;"";;;883;00:30:00
8500;2015-09-29 17:05:00+00;802;"* Phone Number: 650-776-2996
* Dogs: ?
* Cleanup Required: ?";"* Areas to Focus on:
* [Deadhead instructions for flowers](https://www.evernote.com/shard/s381/nl/2147483647/5f8d602c-461a-4008-8e1c-14ec12c9da3f/)
* [Hedges and Shrubs]( http://www.hort.purdue.edu/ext/ho-4.pdf)
* [Ornamental grasses]( http://extension.illinois.edu/grasses/care.cfm)";"* Gate Access Code: Knock upon arrival
* Trash Pickup Day: ?
* Debris: (Put in green bin/Place on curb/Haul away)?
* Additional Access information: 
* Areas/service to exclude: Back lawn is turf - no mowing there
* Type of service: CUSTOM - BI-WEEKLY
* First service date: July 14, 2015
* Blower restriction: Use low emissions gas blower (Menlo Park)";t;"";;;1544;00:55:00
8501;2015-09-29 18:05:00+00;2037;"* Phone Number: (530) 400-6472
* Dogs: No
* Cleanup Required: No";"* Areas to Focus on:
* [Deadhead instructions for flowers](https://www.evernote.com/shard/s381/nl/2147483647/5f8d602c-461a-4008-8e1c-14ec12c9da3f/)
* [Hedges and Shrubs]( http://www.hort.purdue.edu/ext/ho-4.pdf)
* [Ornamental grasses]( http://extension.illinois.edu/grasses/care.cfm)";"* Gate Access Code: 
* Trash Pickup Day: ?
* Debris: (Put in green bin/Place on curb/Haul away)?
* Additional Access information: Use the gate on the left side of the house to get into the back yard. The lock on the gate on the right side of the house is more difficult to reach. **Please ensure the gate is shut before you leave. Do not leave it open after you leave.**
* Areas/service to exclude: 
* Type of service: ESSENTIALS - WEEKLY
* First service date: August 4, 2015
* Blower restriction: Use low emissions gas blower (Menlo Park)";t;"";;;1544;00:55:00
8505;2015-09-29 21:35:00+00;1489;"* Phone Number: (919) 744-1539
* Dogs: None
* Cleanup Required: No";"* Areas to Focus on:
* [Deadhead instructions for flowers](https://www.evernote.com/shard/s381/nl/2147483647/5f8d602c-461a-4008-8e1c-14ec12c9da3f/)
* [Hedges and Shrubs]( http://www.hort.purdue.edu/ext/ho-4.pdf)
* [Ornamental grasses]( http://extension.illinois.edu/grasses/care.cfm)";"* Gate Access Code: 
* Trash Pickup Day: 
* Debris: Put in green bin
* Additional Access information:
* Areas/service to exclude: 
* Type of service: ESSENTIALS/BI-WEEKLY
* First service date: September 15, 2015
* Blower restriction: Use low emissions gas blower (Menlo Park)
(Annotated Blueprint link) - add if available and keep in Temp Doc for HN clean up)";t;"";;;1544;00:55:00
2806;2015-07-22 19:05:56+00;260;"";"- Green bin
- Pick-up: MO
- front and sides of  lavender by sliding door was hedged at first visit (customer knows that it won't look pretty for some time until it fills in  - done May 8)
- Boxwood hedge was trimmed May 8
- Deadhead: Roses, Birds of Paradise
- $93.17";"- Monitor boxwood hedge
  - text me, if hedge needs to be trimmed next week (add a photo)
- Monitor lavender along back right side of property
  - text me, if lavender needs to be hedged back (send picture)
- Monitor lavender next to back sliding door
  - text me, if lavender needs to be hedged or topped off (send picture)
- Monitor lawns and plants 
  - Text me, if you notice irrigation problems";t;"";;;596;00:50:00
